type,name,label,required,appearance,$given_name,relevant,choice_filter,constraint_message,constraint_message::English,constraint,calculation
calculate,si_calc_firewood,,,,,,,,,,"round(if((selected(${quantity_1pile_firewood},'yes')), (${price_firewood} ), ${price_firewood}),0)"
calculate,si_calc_price_firewood,,,,,,,,,,"round(if((selected(${quantity_1pile_firewood},'no')), (${price_firewood} div ${quantity_other_firewood}), ${price_firewood}),0)"
note,si_price_firewood_normalised,The price of one liter of firewood is: ${calc_price_firewood} YER,,,,"selected(${quantity_1pile_firewood},""no"")",,,,,
note,si_price_firewood_display,The price of one liter of firewood is: ${calc_firewood} YER,,,,"selected(${quantity_1pile_firewood},""yes"")",,,,,
end_group,firewood_price_information,,,,,,,,,,
begin_group,gas,Cooking gas,,,,"selected(${cooking_info},'yes')",,,,,
select_one yes_no,si_sell_gas,2.1 Do the vendor KI currently sell cooking gas in his shop?,,,,,,,,,
end_group,gas,,,,,,,,,,
begin_group,gas_information,cooking gas price information,,,,"selected(${sell_gas},'yes')",,,,,
select_one yes_no,si_quantity_2cylinders_gas,2.2 Are you collecting the price for 2 cylinders? ,TRUE,,,,,,,,
integer,si_quantity_other_gas,"2.3 If no, what quantity is this product sold in ? (in liters)",TRUE,,,"selected(${quantity_2cylinders_gas},""no"")",,Value must be greater than 0,,.>0,
integer,si_price_gas,2.4 Write the price for the quantity you entered (in YER).,TRUE,,,,,Value must be greater than 0,,.>0,
calculate,si_calc_gas,,,,,,,,,,"round(if((selected(${quantity_2cylinders_gas},'yes')), (${price_gas} div 2 ), ${price_gas}),0)"
calculate,si_calc_price_gas,,,,,,,,,,"round(if((selected(${quantity_2cylinders_gas},'no')), (${price_gas} div ${quantity_other_gas}), ${price_gas}),0)"
note,si_price_gas_normalised,The price of one cylinder of gas is: ${calc_price_gas} YER,,,,"selected(${quantity_2cylinders_gas},""no"")",,,,,
note,si_price_gas_display,The price of one cylinder of gas is: ${calc_gas} YER,,,,"selected(${quantity_2cylinders_gas},""yes"")",,,,,
end_group,gas_information,,,,,,,,,,
begin_group,supply_information,Cooking/heating gas Items Supply Information,,,,"selected(${cooking_info},'yes')",,,,,
text,si_supplier_location,3.1 In what governorate is the main cooking gas items supplier of this product located?,,,,,,,,,
text,si_supplying_time,3.2 How long would it take to restock these products?,,,,,,,,,
select_multiple challenges,si_foodsi_constraints_multiple,3.3 What are the largest constraints faced by the vendor,TRUE,,,,,"Cannot select ""Do Not Know"" or "" No Constraints"" or ""Vendor Did Not Answers"" and additional options - Invalid Response",,"not((selected(.,'Do_not_know') or selected(.,'No_constraints') or selected(.,'Vendor_did_not_answer')) and count-selected(.)>1)",
end_group,foodsi_supply_information,,,,,,,,,,
end_group,cooking_information,,,,,,,,,,
begin_group,foodsi,food information,TRUE,,,"${pass_SI}=""SItest""",,,,,
select_one yes_no,si_foodsi_info,Are you collecting food information?,TRUE,,,,,,,,
select_multiple cash,si_cash_feasibility_foodsi,Which forms of payment does this vendor currently accept? (tick all that apply),TRUE,,,"selected(${foodsi_info},'yes')",,"Cannot select ""Do Not Know"" and additional options - Invalid Response",,"not(selected(.,'Do_not_know') and count-selected(.)>1)",
text,si_other_cash_feasibility_foodsi,Please specify other:,TRUE,,,"selected(${cash_feasibility_foodsi},""Other"")",,,,,
begin_group,rice,Rice,,,,"selected(${foodsi_info},'yes')",,,,,
select_one yes_no,si_sell_rice,2.1 Do the vendor KI currently sell rice in his shop?,,,,,,,,,
end_group,rice,,,,,,,,,,
begin_group,rice_price_information,Rice price information,,,,"selected(${sell_rice},'yes')",,,,,
select_one yes_no,si_quantity_10kg_rice,2.2 Are you collecting the price for 10 Kg? ,TRUE,,,,,,,,
integer,si_quantity_other_rice,"2.3 If no, what quantity is this product sold in ? (in Kg)",TRUE,,,"selected(${quantity_10Kg_rice},""no"")",,Value must be greater than 0,,.>0,
integer,si_price_rice,2.4 Write the price for the quantity you entered (in YER).,TRUE,,,,,Value must be greater than 0,,.>0,
calculate,si_calc_rice,,,,,,,,,,"round(if((selected(${quantity_10Kg_rice},'yes')), (${price_rice} div 10), ${price_rice}),0)"
calculate,si_calc_price_rice,,,,,,,,,,"round(if((selected(${quantity_10Kg_rice},'no')), (${price_rice} div ${quantity_other_rice}), ${price_rice}),0)"
note,si_price_rice_normalised,The price of one kilogram of rice is: ${calc_price_rice} YER,,,,"selected(${quantity_10Kg_rice},""no"")",,,,,
note,si_price_rice_display,The price of one kilogram of rice is: ${calc_rice} YER,,,,"selected(${quantity_10Kg_rice},""yes"")",,,,,
end_group,foodsi_rice_information,,,,,,,,,,
begin_group,wheat,Wheat,,,,"selected(${foodsi_info},'yes')",,,,,
select_one yes_no,si_sell_wheat,3.1 Do the vendor KI currently sell Wheat in his shop?,TRUE,,,,,,,,
end_group,wheat,,,,,,,,,,
begin_group,wheat_price_information,Wheat price information,,,,"selected(${sell_wheat},'yes')",,,,,
select_one yes_no,si_quantity_50kg_wheat,3.2 Are you collecting the price for 50 Kg? ,TRUE,,,,,,,,
integer,si_quantity_other_wheat,"3.3 If no, what quantity is this product sold in ? (in Kg)",TRUE,,,"selected(${quantity_50Kg_wheat},""no"")",,Value must be greater than 0,,.>0,
integer,si_price_wheat,3.4 Write the price for the quantity you entered (in YER).,TRUE,,,,,Value must be greater than 0,,.>0,
calculate,si_calc_price_wheat,,,,,,,,,,"round(if((selected(${quantity_50Kg_wheat},'yes')), (${price_wheat} div 50), ${price_wheat}),0)"
calculate,si_calc_wheat,,,,,,,,,,"round(if((selected(${quantity_50Kg_wheat},'no')), (${price_wheat} div ${quantity_other_wheat}), ${price_wheat}),0)"
note,si_price_wheat_normalised,The price of one kilogram of wheat is: ${calc_wheat} YER,,,,"selected(${quantity_50Kg_wheat},""no"")",,,,,
note,si_price_wheat_display,The price of one kilogram of wheat is: ${calc_price_wheat} YER,,,,"selected(${quantity_50Kg_wheat},""yes"")",,,,,
end_group,foodsi_wheat_information,,,,,,,,,,
begin_group,bread,bread,,,,"selected(${foodsi_info},'yes')",,,,,
select_one yes_no,si_sell_bread,6.1 Do the vendor KI currently sell bread in his shop?,TRUE,,,,,,,,
end_group,bread,,,,,,,,,,
begin_group,bread_price_information,bread price information,,,,"selected(${sell_bread},'yes')",,,,,
select_one yes_no,si_quantity_300pcs_bread,6.2 Are you collecting the price for 50 Kg? ,TRUE,,,,,,,,
integer,si_quantity_other_bread,"6.3 If no, what quantity is this product sold in ? (in Kg)",TRUE,,,"selected(${quantity_300pcs_bread},""no"")",,Value must be greater than 0,,.>0,
integer,si_price_bread,6.4 Write the price for the quantity you entered (in YER).,TRUE,,,,,Value must be greater than 0,,.>0,
calculate,si_calc_price_bread,,,,,,,,,,"round(if((selected(${quantity_300pcs_bread},'yes')), (${price_bread} div 300), ${price_bread}),0)"
calculate,si_calc_bread,,,,,,,,,,"round(if((selected(${quantity_300pcs_bread},'no')), (${price_bread} div ${quantity_other_bread}), ${price_bread}),0)"
note,si_price_bread_normalised,The price of one piece of bread is: ${calc_bread} YER,,,,"selected(${quantity_300pcs_bread},""no"")",,,,,
note,si_price_bread_display,The price of one piece of bread is: ${calc_price_bread} YER,,,,"selected(${quantity_300pcs_bread},""yes"")",,,,,
end_group,foodsi_bread_information,,,,,,,,,,
begin_group,sorghum,Sorghum,,,,"selected(${foodsi_info},'yes')",,,,,
select_one yes_no,si_sell_sorghum,5.1 Do the vendor KI currently sell sorghum in his shop?,,,,,,,,,
end_group,sorghum,,,,,,,,,,
begin_group,sorghum_price_information,Sorghum priceinformation,,,,"selected(${sell_sorghum},'yes')",,,,,
select_one yes_no,si_quantity_10kg_sorghum,5.2 Are you collecting the price for 10 Kg? ,TRUE,,,,,,,,
integer,si_quantity_other_sorghum,"5.3 If no, what quantity is this product sold in ? (in Kg)",TRUE,,,"selected(${quantity_10Kg_sorghum},""no"")",,Value must be greater than 0,,.>0,
integer,si_price_sorghum,5.4 Write the price for the quantity you entered (in YER).,TRUE,,,,,Value must be greater than 0,,.>0,
calculate,si_calc_sorghum,,,,,,,,,,"round(if((selected(${quantity_10Kg_sorghum},'yes')), (${price_sorghum} div 10), ${price_sorghum}),0)"
calculate,si_calc_price_sorghum,,,,,,,,,,"round(if((selected(${quantity_10Kg_sorghum},'no')), (${price_sorghum} div ${quantity_other_sorghum}), ${price_sorghum}),0)"
note,si_price_sorghum_normalised,The price of one kilogram of sorghum is: ${calc_price_sorghum} YER,,,,"selected(${quantity_10Kg_sorghum},""no"")",,,,,
note,si_price_sorghum_display,The price of one kilogram of sorghum is: ${calc_sorghum} YER,,,,"selected(${quantity_10Kg_sorghum},""yes"")",,,,,
end_group,foodsi_sorghum_information,,,,,,,,,,
begin_group,beans,Dry beans,,,,"selected(${foodsi_info},'yes')",,,,,
select_one yes_no,si_sell_beans,6.1 Do the vendor KI currently sell beans in his shop?,,,,,,,,,
end_group,beans,,,,,,,,,,
begin_group,dry_beans_price_information,Dry beans price information,,,,"selected(${sell_beans},'yes')",,,,,
select_one yes_no,si_quantity_3kg_dry_beans,6.2 Are you collecting the price for 5 Kg? ,TRUE,,,,,,,,
integer,si_quantity_other_dry_beans,"6.3 If no, what quantity is this product sold in ? (in Kg)",TRUE,,,"selected(${quantity_3Kg_dry_beans},""no"")",,Value must be greater than 0,,.>0,
integer,si_price_dry_beans,6.4 Write the price for the quantity you entered (in YER).,TRUE,,,,,Value must be greater than 0,,.>0,
calculate,si_calc_dry_beans,,,,,,,,,,"round(if((selected(${quantity_3Kg_dry_beans},'yes')), (${price_dry_beans} div 3), ${price_dry_beans}),0)"
calculate,si_calc_price_dry_beans,,,,,,,,,,"round(if((selected(${quantity_3Kg_dry_beans},'no')), (${price_dry_beans} div ${quantity_other_dry_beans}), ${price_dry_beans}),0)"
note,si_price_dry_beans_normalised,The price of one kilogram of dry beans is: ${calc_price_dry_beans} YER,,,,"selected(${quantity_3Kg_dry_beans},""no"")",,,,,
note,si_price_dry_beans_display,The price of one kilogram of dry beans is: ${calc_dry_beans} YER,,,,"selected(${quantity_3Kg_dry_beans},""yes"")",,,,,
end_group,foodsi_dry_beans_information,,,,,,,,,,
begin_group,bean,Bean cans,,,,"selected(${foodsi_info},'yes')",,,,,
select_one yes_no,si_sell_bean_cans,7.1 Do the vendor KI currently sell bean cans in his shop?,,,,,,,,,
end_group,bean_cans,,,,,,,,,,
begin_group,bean_cans_price_information,Bean cans price information,,,,"selected(${sell_bean_cans},'yes')",,,,,
select_one yes_no,si_quantity_1can_can_beans,7.2 Are you collecting the price for  1 can (550ml)? ,TRUE,,,,,,,,
integer,si_quantity_other_can_beans,"7.3 If no, what quantity is this product sold in ? (can in ml)",TRUE,,,"selected(${quantity_1can_can_beans},""no"")",,Value must be greater than 0,,.>0,
integer,si_price_bean_cans,7.4 Write the price for the quantity you entered (in YER).,TRUE,,,,,Value must be greater than 0,,.>0,
note,si_price_cans_beans_normalised,The price of one can of beans is: ${price_bean_cans} YER,,,,"selected(${quantity_1can_can_beans},""no"")",,,,,
note,si_price_cans_beans_display,The price of one can of beans is: ${price_bean_cans} YER,,,,"selected(${quantity_1can_can_beans},""yes"")",,,,,
end_group,foodsi_beans_cans_information,,,,,,,,,,
begin_group,cpeas,Chick peas,,,,"selected(${foodsi_info},'yes')",,,,,
select_one yes_no,si_sell_chick_peas,6.1 Do the vendor KI currently sell chick peas in his shop?,,,,,,,,,
end_group,cpeas,,,,,,,,,,
begin_group,chick_peas_price_information,chick peas price information,,,,"selected(${sell_chick_peas},'yes')",,,,,
select_one yes_no,si_quantity_3kg_chick_peas,8.2 Are you collecting the price for 3 Kg? ,TRUE,,,,,,,,
integer,si_quantity_other_chick_peas,"8.3 If no, what quantity is this product sold in ? (in Kg)",TRUE,,,"selected(${quantity_3Kg_chick_peas},""no"")",,Value must be greater than 0,,.>0,
integer,si_price_chick_peas,8.4 Write the price for the quantity you entered (in YER).,TRUE,,,,,Value must be greater than 0,,.>0,
calculate,si_calc_chick_peas,,,,,,,,,,"round(if((selected(${quantity_3Kg_chick_peas},'yes')), (${price_chick_peas} div 3), ${price_chick_peas}),0)"
calculate,si_calc_price_chick_peas,,,,,,,,,,"round(if((selected(${quantity_3Kg_chick_peas},'no')), (${price_chick_peas} div ${quantity_other_chick_peas}), ${price_chick_peas}),0)"
note,si_price_chick_peas_normalised,The price of one kilogram of chick peas is: ${calc_price_chick_peas} YER,,,,"selected(${quantity_3Kg_chick_peas},""no"")",,,,,
note,si_price_chick_peas_display,The price of one kilogram of chick peas is: ${calc_chick_peas} YER,,,,"selected(${quantity_3Kg_chick_peas},""yes"")",,,,,
end_group,foodsi_chick_peas_information,,,,,,,,,,
begin_group,cpeas cans,Chick peas cans ,,,,"selected(${foodsi_info},'yes')",,,,,
select_one yes_no,si_sell_chick_peas_cans,9.1 Do the vendor KI currently sell chick peas cans cans in his shop?,,,,,,,,,
end_group,cpeas cans,,,,,,,,,,
begin_group,chick_peas_cans_price_information,chick peas cans price information,,,,"selected(${sell_chick_peas_cans},'yes')",,,,,
select_one yes_no,si_quantity_1can_chick_peas_cans ,9.2 Are you collecting the price for 550ml cans? ,TRUE,,,,,,,,
integer,si_quantity_other_chick_peas_cans ,"9.3 If no, what quantity is this product sold in ? (in Kg)",TRUE,,,"selected(${quantity_1can_chick_peas_cans},""no"")",,Value must be greater than 0,,.>0,
integer,si_price_chick_peas_cans ,9.4 Write the price for the quantity you entered (in YER).,TRUE,,,,,Value must be greater than 0,,.>0,
calculate,si_calc_chick_peas_cans ,,,,,,,,,,"round(if((selected(${quantity_1can_chick_peas_cans},'yes')), (${price_chick_peas_cans}), ${price_chick_peas_cans}),0)"
calculate,si_calc_price_chick_peas_cans ,,,,,,,,,,"round(if((selected(${quantity_1can_chick_peas_cans},'no')), (${price_chick_peas_cans} div ${quantity_other_chick_peas_cans}), ${price_chick_peas_cans}),0)"
note,si_price_chick_peas_cans_normalised,The price of one kilogram of chick peas cans is: ${calc_price_chick_peas_cans} YER,,,,"selected(${quantity_1can_chick_peas_cans},""no"")",,,,,
note,si_price_chick_peas_cans_display,The price of one kilogram of chick peas cans is: ${calc_chick_peas_cans} YER,,,,"selected(${quantity_1can_chick_peas_cans},""yes"")",,,,,
end_group,foodsi_chick peas_cans_information,,,,,,,,,,
begin_group,lentils,Yellow lentils,,,,"selected(${foodsi_info},'yes')",,,,,
select_one yes_no,si_sell_yellow_lentiles,10.1 Do the vendor KI currently sell yellow lentiles in his shop?,,,,,,,,,
end_group,lentils,,,,,,,,,,
begin_group,lentils_price_information,Lentils price information,,,,"selected(${sell_yellow_lentiles},'yes')",,,,,
select_one yes_no,si_quantity_2kg_yellow_lentiles,10.2 Are you collecting the price for 2 Kg? ,TRUE,,,,,,,,
integer,si_quantity_other_yellow_lentiles,"10.3 If no, what quantity is this product sold in ? (in Kg)",TRUE,,,"selected(${quantity_2kg_yellow_lentiles},""no"")",,Value must be greater than 0,,.>0,
integer,si_price_yellow_lentiles,10.4 Write the price for the quantity you entered (in YER).,TRUE,,,,,Value must be greater than 0,,.>0,
calculate,calc_yellow_lentiles,,,,,,,,,,"round(if((selected(${quantity_2kg_yellow_lentiles},'yes')), (${price_yellow_lentiles} div 2), ${price_yellow_lentiles}),0)"
calculate,calc_price_yellow_lentiles,,,,,,,,,,"round(if((selected(${quantity_2kg_yellow_lentiles},'no')), (${price_yellow_lentiles} div ${quantity_other_yellow_lentiles}), ${price_yellow_lentiles}),0)"
note,price_yellow_lentiles_normalised,The price of one kilogram of  yellow lentiles is: ${calc_price_yellow_lentiles} YER,,,,"selected(${quantity_2kg_yellow_lentiles},""no"")",,,,,
note,price_yellow_lentiles_display,The price of one kilogram of yellow lentiles  is: ${calc_yellow_lentiles} YER,,,,"selected(${quantity_2kg_yellow_lentiles},""yes"")",,,,,
end_group,foodsi_lentils_information,,,,,,,,,,
begin_group,meat,Meat (Beef/Sheep/Goat) ,,,,"selected(${foodsi_info},'yes')",,,,,
select_one yes_no,si_sell_meat,11.1 Do the vendor KI currently sell meat in his shop?,,,,,,,,,
end_group,meat,,,,,,,,,,
begin_group,meat_price_information,Meat (Beef/Sheep/Goat) price information,,,,"selected(${sell_meat},'yes')",,,,,
select_one yes_no,si_quantity_2kg_meat,11.2 Are you collecting the price for 2 Kg? ,TRUE,,,,,,,,
integer,si_quantity_other_meat,"11.3 If no, what quantity is this product sold in ? (in Kg)",TRUE,,,"selected(${quantity_2kg_meat},""no"")",,Value must be greater than 0,,.>0,
integer,si_price_meat,11.4 Write the price for the quantity you entered (in YER).,TRUE,,,,,Value must be greater than 0,,.>0,
calculate,calc_meat,,,,,,,,,,"round(if((selected(${quantity_2kg_meat},'yes')), (${price_meat} div 2), ${price_meat}),0)"
calculate,calc_price_meat,,,,,,,,,,"round(if((selected(${quantity_2kg_meat},'no')), (${price_meat} div ${quantity_other_meat}), ${price_meat}),0)"
note,price_meat_normalised,The price of one kilogram of meat is: ${calc_price_meat} YER,,,,"selected(${quantity_2kg_meat},""no"")",,,,,
note,price_meat_display,The price of one kilogram of meat is: ${calc_meat} YER,,,,"selected(${quantity_2kg_meat},""yes"")",,,,,
end_group,foodsi_meat_information,,,,,,,,,,
begin_group,poultry,Poultry  ,,,,"selected(${foodsi_info},'yes')",,,,,
select_one yes_no,si_sell_poultry,12.1 Do the vendor KI currently sell poultry in his shop?,,,,,,,,,
end_group,poultry,,,,,,,,,,
begin_group,poultry_price_information,poultry price information,,,,"selected(${sell_poultry},'yes')",,,,,
select_one yes_no,si_quantity_4kg_poultry,12.2 Are you collecting the price for 2 Kg? ,TRUE,,,,,,,,
integer,si_quantity_other_poultry,"12.3 If no, what quantity is this product sold in ? (in Kg)",TRUE,,,"selected(${quantity_4kg_poultry},""no"")",,Value must be greater than 0,,.>0,
integer,si_price_poultry,12.4 Write the price for the quantity you entered (in YER).,TRUE,,,,,Value must be greater than 0,,.>0,
calculate,calc_poultry,,,,,,,,,,"round(if((selected(${quantity_4kg_poultry},'yes')), (${price_poultry} div 4), ${price_poultry}),0)"
calculate,calc_price_poultry,,,,,,,,,,"round(if((selected(${quantity_4kg_poultry},'no')), (${price_poultry} div ${quantity_other_poultry}), ${price_poultry}),0)"
note,price_poultry_normalised,The price of one kilogram of poultry is: ${calc_price_poultry} YER,,,,"selected(${quantity_4kg_poultry},""no"")",,,,,
note,price_poultry_display,The price of one kilogram of poultry is: ${calc_poultry} YER,,,,"selected(${quantity_4kg_poultry},""yes"")",,,,,
end_group,foodsi_poultry_information,,,,,,,,,,
begin_group,eggs,eggs  ,,,,"selected(${foodsi_info},'yes')",,,,,
select_one yes_no,si_sell_eggs,13.1 Do the vendor KI currently sell eggs in his shop?,,,,,,,,,
end_group,eggs,,,,,,,,,,
begin_group,eggs_price_information,eggs price information,,,,"selected(${sell_eggs},'yes')",,,,,
select_one yes_no,si_quantity_2trays_eggs,13.2 Are you collecting the price for 2 trays of eggs? ,TRUE,,,,,,,,
integer,si_quantity_other_eggs,"13.3 If no, what quantity is this product sold in ? (in trays)",TRUE,,,"selected(${quantity_2trays_eggs},""no"")",,Value must be greater than 0,,.>0,
integer,si_price_eggs,13.4 Write the price for the quantity you entered (in YER).,TRUE,,,,,Value must be greater than 0,,.>0,
calculate,calc_eggs,,,,,,,,,,"round(if((selected(${quantity_2trays_eggs},'yes')), (${price_eggs} div 2), ${price_eggs}),0)"
calculate,calc_price_eggs,,,,,,,,,,"round(if((selected(${quantity_2trays_eggs},'no')), (${price_eggs} div ${quantity_other_eggs}), ${price_eggs}),0)"
note,price_eggs_normalised,The price of one tray of eggs is: ${calc_price_eggs} YER,,,,"selected(${quantity_2trays_eggs},""no"")",,,,,
note,price_eggs_display,The price of one tray of eggs is: ${calc_eggs} YER,,,,"selected(${quantity_2trays_eggs},""yes"")",,,,,
end_group,foodsi_eggs_information,,,,,,,,,,
begin_group,vegetable oil,Vegetable oil,,,,"selected(${foodsi_info},'yes')",,,,,
select_one yes_no,si_sell_vegetable_oil,16.1 Do the vendor KI currently sell vegetable oil in his shop?,,,,,,,,,
end_group,vegetable_oil,,,,,,,,,,
begin_group,vegetable_oil_price_information,Vegetable oil price information,,,,"selected(${sell_vegetable_oil},'yes')",,,,,
select_one yes_no,si_quantity_10liters_vegetable_oil,16.2 Are you collecting the price for 10 liters? ,TRUE,,,,,,,,
integer,si_quantity_other_vegetable_oil,"16.3 If no, what quantity is this product sold in ? (in liters)",TRUE,,,"selected(${quantity_10liters_vegetable_oil},""no"")",,Value must be greater than 0,,.>0,
integer,si_price_vegetale_oil,16.4 Write the price for the quantity you entered (in YER).,TRUE,,,,,Value must be greater than 0,,.>0,
calculate,calc_vegetable_oil,,,,,,,,,,"round(if((selected(${quantity_10liters_vegetable_oil},'yes')), (${price_vegetale_oil} div 10), ${price_vegetale_oil}),0)"
calculate,calc_price_vegetable_oil,,,,,,,,,,"round(if((selected(${quantity_10liters_vegetable_oil},'no')), (${price_vegetale_oil} div ${quantity_other_vegetable_oil}), ${price_vegetale_oil}),0)"
note,price_vegetable_oil_normalised,The price of one liter of vegetable oil is: ${calc_price_vegetable_oil} YER,,,,"selected(${quantity_10liters_vegetable_oil},""no"")",,,,,
note,price_vegetable_oil_display,The price of one liter of vegetable oil is: ${calc_vegetable_oil} YER,,,,"selected(${quantity_10liters_vegetable_oil},""yes"")",,,,,
end_group,foodsi_vegetable_oil_information,,,,,,,,,,
begin_group,fats,Fats  ,,,,"selected(${foodsi_info},'yes')",,,,,
select_one yes_no,si_sell_fats,15.1 Do the vendor KI currently sell fats in his shop?,,,,,,,,,
end_group,fats,,,,,,,,,,
begin_group,fats_price_information,fats price information,,,,"selected(${sell_fats},'yes')",,,,,
select_one yes_no,si_quantity_1kg_fats,15.2 Are you collecting the price for 2 trays of fats? ,TRUE,,,,,,,,
integer,si_quantity_other_fats,"15.3 If no, what quantity is this product sold in ? (in kilograms)",TRUE,,,"selected(${quantity_1kg_fats},""no"")",,Value must be greater than 0,,.>0,
integer,si_price_fats,15.4 Write the price for the quantity you entered (in YER).,TRUE,,,,,Value must be greater than 0,,.>0,
calculate,calc_fats,,,,,,,,,,"round(if((selected(${quantity_1kg_fats},'yes')), (${price_fats}), ${price_fats}),0)"
calculate,calc_price_fats,,,,,,,,,,"round(if((selected(${quantity_1kg_fats},'no')), (${price_fats} div ${quantity_other_fats}), ${price_fats}),0)"
note,price_fats_normalised,The price of one kilogram of fats is: ${calc_price_fats} YER,,,,"selected(${quantity_1kg_fats},""no"")",,,,,
note,price_fats_display,The price of one kilogram of fats is: ${calc_fats} YER,,,,"selected(${quantity_1kg_fats},""yes"")",,,,,
end_group,foodfats_information,,,,,,,,,,
begin_group,butter,Butter  ,,,,"selected(${foodsi_info},'yes')",,,,,
select_one yes_no,si_sell_butter,16.1 Do the vendor KI currently sell butter in his shop?,,,,,,,,,
end_group,butter,,,,,,,,,,
begin_group,butter_price_information,butter price information,,,,"selected(${sell_butter},'yes')",,,,,
select_one yes_no,si_quantity_0.5kg_butter,16.2 Are you collecting the price for 2 trays of butter? ,TRUE,,,,,,,,
integer,si_quantity_other_butter,"16.3 If no, what quantity is this product sold in ? (in kilograms)",TRUE,,,"selected(${quantity_0.5kg_butter},""no"")",,Value must be greater than 0,,.>0,
integer,si_price_butter,16.4 Write the price for the quantity you entered (in YER).,TRUE,,,,,Value must be greater than 0,,.>0,
calculate,calc_butter,,,,,,,,,,"round(if((selected(${quantity_0.5kg_butter},'yes')), (${price_butter} div 0.5), ${price_butter}),0)"
calculate,calc_price_butter,,,,,,,,,,"round(if((selected(${quantity_0.5kg_butter},'no')), (${price_butter} div ${quantity_other_butter}), ${price_butter}),0)"
note,price_butter_normalised,The price of one kilogram of butter is: ${calc_price_butter} YER,,,,"selected(${quantity_0.5kg_butter},""no"")",,,,,
note,price_butter_display,The price of one kilogram of butter is: ${calc_butter} YER,,,,"selected(${quantity_0.5kg_butter},""yes"")",,,,,
end_group,foodsi_butter_information,,,,,,,,,,
begin_group,salt,salt  ,,,,"selected(${foodsi_info},'yes')",,,,,
select_one yes_no,si_sell_salt,17.1 Do the vendor KI currently sell salt in his shop?,,,,,,,,,
end_group,salt,,,,,,,,,,
begin_group,salt_price_information,salt price information,,,,"selected(${sell_salt},'yes')",,,,,
select_one yes_no,si_quantity_2.5kg_salt,17.2 Are you collecting the price for 2 trays of salt? ,TRUE,,,,,,,,
integer,si_quantity_other_salt,"17.3 If no, what quantity is this product sold in ? (in kilograms)",TRUE,,,"selected(${quantity_2.5kg_salt},""no"")",,Value must be greater than 0,,.>0,
integer,si_price_salt,17.4 Write the price for the quantity you entered (in YER).,TRUE,,,,,Value must be greater than 0,,.>0,
calculate,calc_salt,,,,,,,,,,"round(if((selected(${quantity_2.5kg_salt},'yes')), (${price_salt} div 2.5), ${price_salt}),0)"
calculate,calc_price_salt,,,,,,,,,,"round(if((selected(${quantity_2.5kg_salt},'no')), (${price_salt} div ${quantity_other_salt}), ${price_salt}),0)"
note,price_salt_normalised,The price of one kilogram of salt is: ${calc_price_salt} YER,,,,"selected(${quantity_2.5kg_salt},""no"")",,,,,
note,price_salt_display,The price of one kilogram of salt is: ${calc_salt} YER,,,,"selected(${quantity_2.5kg_salt},""yes"")",,,,,
end_group,foodsi_salt_information,,,,,,,,,,
begin_group,suger,suger  ,,,,"selected(${foodsi_info},'yes')",,,,,
select_one yes_no,si_sell_suger,18.1 Do the vendor KI currently sell suger in his shop?,,,,,,,,,
end_group,suger,,,,,,,,,,
begin_group,suger_price_information,suger price information,,,,"selected(${sell_suger},'yes')",,,,,
select_one yes_no,si_quantity_5kg_suger,18.2 Are you collecting the price for 2 trays of suger? ,TRUE,,,,,,,,
integer,si_quantity_other_suger,"18.3 If no, what quantity is this product sold in ? (in kilograms)",TRUE,,,"selected(${quantity_5kg_suger},""no"")",,Value must be greater than 0,,.>0,
integer,si_price_suger,18.4 Write the price for the quantity you entered (in YER).,TRUE,,,,,Value must be greater than 0,,.>0,
calculate,calc_suger,,,,,,,,,,"round(if((selected(${quantity_5kg_suger},'yes')), (${price_suger} div 5), ${price_suger}),0)"
calculate,calc_price_suger,,,,,,,,,,"round(if((selected(${quantity_5kg_suger},'no')), (${price_suger} div ${quantity_other_suger}), ${price_suger}),0)"
note,price_suger_normalised,The price of one kilogram of suger is: ${calc_price_suger} YER,,,,"selected(${quantity_5kg_suger},""no"")",,,,,
note,price_suger_display,The price of one kilogram of suger is: ${calc_suger} YER,,,,"selected(${quantity_5kg_suger},""yes"")",,,,,
end_group,foodsi_suger_information,,,,,,,,,,
begin_group,condiments ,condiments   ,,,,"selected(${foodsi_info},'yes')",,,,,
select_one yes_no,si_sell_condiments ,19.1 Do the vendor KI currently sell condiments  in his shop?,,,,,,,,,
end_group,condiments ,,,,,,,,,,
begin_group,condiments_price_information,condiments  price information,,,,"selected(${sell_condiments},'yes')",,,,,
select_one yes_no,si_quantity_0.5kg_condiments ,19.2 Are you collecting the price for 2 trays of condiments ? ,TRUE,,,,,,,,
integer,si_quantity_other_condiments ,"19.3 If no, what quantity is this product sold in ? (in kilograms)",TRUE,,,"selected(${quantity_0.5kg_condiments},""no"")",,Value must be greater than 0,,.>0,
integer,si_price_condiments ,19.4 Write the price for the quantity you entered (in YER).,TRUE,,,,,Value must be greater than 0,,.>0,
calculate,calc_condiments ,,,,,,,,,,"round(if((selected(${quantity_0.5kg_condiments},'yes')), (${price_condiments} div 0.5), ${price_condiments}),0)"
calculate,calc_price_condiments ,,,,,,,,,,"round(if((selected(${quantity_0.5kg_condiments},'no')), (${price_condiments} div ${quantity_other_condiments}), ${price_condiments}),0)"
note,price_condiments_normalised,The price of one kilogram of condiments  is: ${calc_price_condiments} YER,,,,"selected(${quantity_0.5kg_condiments},""no"")",,,,,
